word distributions,depend_on_c,word embedding
vector semantics,depend_on_c,automated essay scoring
evaluation of language modeling,depend_on_c,neural language modeling
parsing,depend_on_c,shallow parsing
machine translation,depend_on_c,neural machine translation
question answering,depend_on_c,Visual QA
machine translation,depend_on_c,machine translation techniques
machine learning resources,depend_on_c,logistic regression
linguistics basics,depend_on_c,word sense disambiguation
morphology and lexicon,depend_on_c,query expansion
parsing,depend_on_c,semi supervised learning
evaluation of text classification,depend_on_c,relation extraction
linear algebra,depend_on_c,State Space Models
natural language processing intro,depend_on_c,document representation
structured learning,depend_on_c,word distributions
bayes theorem,depend_on_c,bayesian network
classic parsing methods,depend_on_c,semantic parsing
natural language processing intro,depend_on_c,shallow parsing
linear algebra,depend_on_c,Principal Component Analysis
word distributions,depend_on_c,context free grammars
linguistics basics,depend_on_c,chomsky hierarchy
vector semantics,depend_on_c,semantic similarity
natural language processing intro,depend_on_c,noisy channel model
natural language processing intro,depend_on_c,query expansion
Gaussian graphical models,depend_on_c,Mixture Models
recurrent neural networks,depend_on_c,neural question answering
natural language processing intro,depend_on_c,regular expressions
problem solving and search,depend_on_c,game playing in ai
penn treebank,depend_on_c,first-order logic
machine learning resources,depend_on_c,random walks and harmonic functions
natural language processing intro,depend_on_c,vector representations
text similarity,depend_on_c,event detection
structured learning,depend_on_c,document representation
vector representations,depend_on_c,context free grammars
social network extraction,depend_on_c,citation networks
sentence representations,depend_on_c,neural machine translation
natural language processing intro,depend_on_c,knowledge representation
parsing,depend_on_c,statistical parsing
random walks and harmonic functions,depend_on_c,Unsupervised learning
evaluation of information retrieval,depend_on_c,query expansion
word embedding variations,depend_on_c,multilingual word embedding
linguistics basics,depend_on_c,nlp and vision
planning,depend_on_c,robotics
convolutional neural network,depend_on_c,neural question answering
finite state machines,depend_on_c,finite state transducers
machine translation,depend_on_c,morphology and semantics in machine translation
linguistics basics,depend_on_c,lexicography
graph-based nlp,depend_on_c,citation networks
structured learning,depend_on_c,recommendation system
latent variable models,depend_on_c,linear discriminant analysis
context free grammar,depend_on_c,cky parsing
probabilities,depend_on_c,social network extraction
relation extraction,depend_on_c,social media analysis
natural language processing intro,depend_on_c,semantic similarity
linguistics basics,depend_on_c,edit distance
training neural networks,depend_on_c,recursive neural networks
lexical semantics,depend_on_c,thesaurus-based similarity
probabilities,depend_on_c,Mixture Models
information retrieval,depend_on_c,search engines
sentence representations,depend_on_c,sentence simplification
text summarization,depend_on_c,neural summarization
natural language processing intro,depend_on_c,discourse analysis
word distributions,depend_on_c,topic modeling
sentence representations,depend_on_c,automated essay scoring
machine translation,depend_on_c,the ibm models
dimensionality reduction,depend_on_c,Principal Component Analysis
parsing,depend_on_c,neural parsing
search,depend_on_c,uncertainty
loss function,depend_on_c,Autoencoders
toolkits for information retrieval,depend_on_c,query expansion
vector semantics,depend_on_c,document representation
structured learning,depend_on_c,vector semantics
probabilities,depend_on_c,question answering
feature learning,depend_on_c,Manifold Learning
linguistics basics,depend_on_c,computational phonology
calculus,depend_on_c,recursive neural network
linguistics basics,depend_on_c,Sequence to sequence
classification,depend_on_c,sentiment analysis
linear algebra,depend_on_c,machine learning resources
latent variable models,depend_on_c,latent dirichlet allocation
natural language processing intro,depend_on_c,speech processing
natural language processing intro,depend_on_c,text to speech generation
loss function,depend_on_c,Variations of GANs
machine learning resources,depend_on_c,autonomous cars
graph theory,depend_on_c,Message Passing
latent variable models,depend_on_c,topic modeling
linguistics basics,depend_on_c,probabilistic context free grammars
Markov chains,depend_on_c,markov decision processes
linguistics basics,depend_on_c,cky parsing
natural language processing intro,depend_on_c,language modeling
machine learning resources,depend_on_c,kernel function
python,depend_on_c,tools for dl
monte carlo tree search,depend_on_c,AlphaGo
probabilities,depend_on_c,problem solving and search
heuristic search,depend_on_c,a* search
linguistics basics,depend_on_c,discourse analysis
natural language processing intro,depend_on_c,kernels
linguistics basics,depend_on_c,information extraction
natural language processing intro,depend_on_c,text mining
linguistics basics,depend_on_c,event detection
linear algebra,depend_on_c,Manifold Learning
syntax,depend_on_c,cky parsing
machine learning resources,depend_on_c,linear discriminant analysis
optimization,depend_on_c,dual decomposition
bayes theorem,depend_on_c,question answering
planning,depend_on_c,adversarial search
natural language processing intro,depend_on_c,grammar checker
machine learning resources,depend_on_c,loss function
machine learning resources,depend_on_c,log-linear models
programming languages,depend_on_c,preprocessing
structured learning,depend_on_c,kernels
vector representations,depend_on_c,text mining
machine learning resources,depend_on_c,Unsupervised learning
random walks and harmonic functions,depend_on_c,sentiment analysis
reinforcement learning,depend_on_c,agent-based view of ai
context free grammar,depend_on_c,context sensitive grammar
probabilities,depend_on_c,statistical parsing
dimensionality reduction,depend_on_c,latent semantic indexing
Mixture Models,depend_on_c,expectation maximization algorithm
part of speech tagging,depend_on_c,syntaxnet
vector semantics,depend_on_c,kernels
linguistics basics,depend_on_c,relation extraction
logic and logical agents,depend_on_c,propositional logic
information retrieval,depend_on_c,document ranking
natural language processing intro,depend_on_c,course introduction
vector semantics,depend_on_c,tsne
structured learning,depend_on_c,sentence representations
text similarity,depend_on_c,bio text mining
linguistics basics,depend_on_c,nlp for the humanities
linguistics basics,depend_on_c,sentence boundary recognition
linguistics basics,depend_on_c,kernels
training neural networks,depend_on_c,graph convolutional networks
probabilities,depend_on_c,hidden markov models
semi-supervised learning,depend_on_c,graph convolutional networks
search,depend_on_c,heuristic search
probabilities,depend_on_c,Naive Bayes
speech processing,depend_on_c,speech synthesis
machine translation,depend_on_c,statistical machine translation
dimensionality reduction,depend_on_c,tsne
