Inequality (mathematics),Traffic analysis,0
Lisp (programming language),Number theory,1
Neural network,Computation,1
Microcode,Graph coloring,0
Boundary value problem,Automatic programming,0
B-tree,Data type,1
Hash table,First-order logic,0
Web service,Operating system,0
Flow network,Compiler,0
Kinematics,Geometric modeling,0
Undecidable problem,Complexity,1
Symbol table,Least squares,0
Software engineering,Perl,0
Game theory,Linear algebra,1
Computational learning theory,Inter-process communication,0
Computer vision,Image processing,1
Tensor,Turing machine,0
Routing,OSI model,1
Machine translation,Atomicity (database systems),0
Bioinformatics,Tensor,0
Stack (data structure),Statistical inference,0
Amortized analysis,"Best, worst and average case",1
Computational geometry,Computer animation,0
Volume rendering,Computer,1
Interpolation,Object (computer science),0
Linear programming,Computer science,1
Knowledge representation and reasoning,Mathematics,1
Cryptography,Mathematics,1
Parsing,Discrete mathematics,1
Memory hierarchy,Divide and conquer algorithm,0
Linear programming,Mathematics,1
World Wide Web,Relational database management system,0
Complexity,Information theory,0
Dynamic programming,Iterative method,1
Poisson distribution,Partial differential equation,0
Abstraction (computer science),Arithmetic,1
Divide and conquer algorithm,Information assurance,0
Application software,Statistics,0
Suffix tree,Algorithm,1
Software development,High-level programming language,1
Hidden Markov model,Computational science,1
Machine translation,Analysis of algorithms,0
PSPACE,Integer,1
Algorithm design,Number theory,1
Context-free language,Computability,0
Game theory,Arithmetic,1
Finite element method,Integer,1
Modular programming,Decision theory,0
Newton's method,Numerical analysis,1
Graphical model,Computer,1
Automated theorem proving,Computer graphics,0
Automatic programming,Semidefinite programming,0
Scientific modelling,Security,0
Routing,PageRank,0
Robotics,Kinematics,1
Program optimization,Foundations of mathematics,1
Parallel computing,Server (computing),0
NP-complete,Polynomial,1
Concurrency control,Mathematical induction,1
User interface,Approximation,0
Logic programming,Foundations of mathematics,1
Polymorphism (computer science),Abstract data type,1
Computational geometry,Discrete mathematics,1
Haskell (programming language),Data structure,1
Mathematical induction,Inheritance (object-oriented programming),0
User interface design,Computer,1
Amortized analysis,Computer science,1
Neural network,Nonlinear system,0
SQL,Interactivity,0
Memory hierarchy,Programmer,0
Finite difference,Profiling (computer programming),0
Graphical model,Machine learning,1
Computer security,Ordinary differential equation,0
Reinforcement learning,Logic,1
Virtual memory,Operating system,1
Nonlinear system,Type system,0
Probability theory,Mathematics,1
Dynamic programming,Introduction to Algorithms,1
Firewall (computing),Data (computing),0
Model of computation,Stack (data structure),0
Algorithm,Computability,1
Software design,P versus NP problem,0
Assembly language,Computing,1
Distributed computing,Theoretical computer science,1
Randomized algorithm,Discrete mathematics,1
Type system,Information security,0
Semidefinite programming,Graph coloring,0
Linear algebra,Integer,1
Integer,Encryption,0
Distributed computing,Polynomial,1
Relational database,Mathematics,1
Linear programming,Input/output,0
Algorithm design,Linked list,0
Robotics,Computer,1
Artificial intelligence,Computation,1
Combinatorics,Regular language,0
Logic programming,Arithmetic,1
Computer graphics,Computational complexity theory,1
Programming style,Computing,1
System call,Central processing unit,1
Digital signature,Combinatorics,1
Central processing unit,Denotational semantics,0
Estimation theory,Mathematics,1
Randomness,Scheduling (computing),0
Parsing,Formal grammar,1
Complexity class,Mathematics,1
Feature extraction,Undecidable problem,0
Geometric modeling,Graphics processing unit,0
Public-key cryptography,Combinatorics,1
Generic programming,Polymorphism (computer science),0
Communications protocol,Computation,1
Artificial intelligence,Problem solving,1
Kernel (computing),Central processing unit,1
Large deviations theory,Probability theory,1
Genetic algorithm,Linear system,0
Symbol table,Computer science,1
3D modeling,Economics,0
Atomicity (database systems),Operating system,1
First-order logic,Dynamic memory allocation,0
Reinforcement learning,Interaction design,0
Combinatorics,Telecommunications network,0
Undecidable problem,Computing,1
Concurrency (computer science),Entropy,0
Graphical model,Database transaction,0
Hidden Markov model,Probability theory,1
Quantum cryptography,Mathematical induction,0
Rendering (computer graphics),Compiler,0
Query optimization,Web browser,0
Inheritance (object-oriented programming),Computational problem,0
C++,Computer programming,1
Robotics,Mechanical engineering,1
Transaction processing,Relational algebra,1
Image analysis,Control flow,0
Index (database),Database,1
Programming language,Computing,1
Communications protocol,Algorithm,1
Bioinformatics,Computer science,1
Central processing unit,Traffic analysis,0
Index (database),Computer,1
Predicate logic,Pattern recognition,0
Variable (computer science),Logic,1
JavaScript,Arithmetic,1
Digital electronics,Probability theory,0
Algebra,Formal language,0
Computer programming,Graph theory,1
Virtual reality,Graphical user interface,0
String (computer science),Very long instruction word,0
Computational geometry,Internet Protocol Suite,0
Integral,Mathematics,1
Statistical hypothesis testing,Uncertainty,1
Natural language,Server (computing),0
Quantum mechanics,Recursion (computer science),0
Database transaction,Sufficient statistic,0
Geometry,Web browser,0
Random graph,Web browser,0
Atomicity (database systems),MapReduce,0
Virtual memory,Memory hierarchy,1
Analysis of algorithms,Computational problem,1
File system,Computational complexity theory,0
Approximation algorithm,Discrete mathematics,1
String searching algorithm,Iterative method,1
Computer graphics,Digital electronics,1
Kalman filter,Transaction processing,0
Query language,Computability,1
Database management system,Probability theory,0
Automated planning and scheduling,Computer programming,1
Query language,Knowledge representation and reasoning,0
Number theory,Security,0
Microcode,Digital electronics,1
Software engineering,Tensor,0
Computing,Exponential family,0
File system,Application programming interface,0
Cryptography,Generic programming,0
Hidden Markov model,C++,0
SQL,Computer science,1
Undecidable problem,Combinatorics,1
Application software,Formal methods,0
Haskell (programming language),Computer programming,1
Finite difference,Numerical analysis,1
Correlation and dependence,Data,1
Embedded system,Memory management,0
Randomized algorithm,Asymptotic analysis,0
Statistics,Mathematics,1
Discrete mathematics,HTML,0
Complexity,Semantics of programming languages,0
System call,Expert system,0
Recommender system,Relational algebra,0
Object-oriented programming,Cache coherence,0
P versus NP problem,Graph theory,1
Stack (data structure),Continuous function,0
Application programming interface,Computer programming,1
Data mining,Polynomial,1
Bayesian network,Economics,0
Unsupervised learning,Probability,1
Volume rendering,Computer science,1
Web search engine,Logic,1
Recursively enumerable set,Polynomial,1
Exponential family,Regular language,0
Ray tracing (graphics),Graphical model,0
Interaction design,OSI model,0
Cryptography,Algebra,1
Garbage collection (computer science),Computer,1
Database management system,Operating system,1
Distributed algorithms,Foundations of mathematics,1
Compiler optimization,Computer programming,1
Database design,Hash table,0
Sentiment analysis,Algorithm,1
Distributed computing,Central processing unit,1
Computer network,Computer science,1
Question answering,Computational science,1
Logic programming,Higher-order function,0
Recursion (computer science),Programming paradigm,0
Geometric modeling,Computer graphics,1
Haskell (programming language),Iterative method,0
Formal methods,Combinatorics,1
Superscalar,Thread (computer science),1
Propositional calculus,Game theory,0
Big data,Mathematics,1
Statistical inference,Congestion control,0
C++,Object-oriented programming,1
MapReduce,Bayesian network,0
Malware,Rendering (computer graphics),0
Multiplication,Foundations of mathematics,1
Divide and conquer algorithm,Mathematics,1
Dynamic memory allocation,Boundary value problem,0
Data analysis,Foundations of mathematics,0
Round-off error,Hidden line removal,0
Software design,Mathematical optimization,0
Web search engine,Abstraction (computer science),1
Imperative programming,3D computer graphics,0
Machine learning,Linear algebra,1
Digital signature,Computer science,1
Traffic analysis,Mathematics,1
Flow network,Tensor,0
Software testing,Algorithm,1
Firewall (computing),Speech recognition,0
Scientific modelling,Shared memory,0
Bioinformatics,Communications protocol,0
Garbage collection (computer science),Assembly language,0
Pipeline (computing),Data analysis,0
Graphics processing unit,Computational learning theory,0
Type system,Automata theory,1
Statistics,Integral,0
Artificial intelligence,Computational problem,1
Feature extraction,Formal grammar,0
Discrete mathematics,Mathematical proof,1
Computer animation,Question answering,0
Time complexity,Polynomial,1
Computational geometry,Iterative method,1
Software framework,Query optimization,0
Embedded system,Bayesian network,0
Machine translation,Lisp (programming language),0
NP-complete,Iterative method,1
C++,Arithmetic,1
Information theory,Array data structure,0
Markov chain,Uncertainty,0
Query language,Computer programming,1
Complexity,Gradient descent,0
Data warehouse,Data structure,1
String searching algorithm,JavaScript,0
Randomized algorithm,Abstraction (computer science),1
Cryptography,Combinatorics,1
Bioinformatics,Mathematical induction,1
Object (computer science),Computer software,0
Pattern matching,Monte Carlo method,0
User interface,Image analysis,0
Semantics of programming languages,Packet switching,0
Modular programming,Computer programming,1
Arithmetic logic unit,Data analysis,0
C (programming language),Computational complexity theory,1
Communications protocol,Numerical analysis,0
Rendering (computer graphics),Partial differential equation,0
Pushdown automaton,Computer,1
"Best, worst and average case",Software design,0
Relational model,Symbol table,0
Database system,Data (computing),1
Neural network,Computer,1
OSI model,Computer science,1
Data type,User interface design,0
Relational database,Computer science,1
Cryptanalysis,Modular arithmetic,1
Statistics,Cluster analysis,0
Graphical model,Quantum mechanics,0
Approximation algorithm,Programmer,0
Analysis of algorithms,Computer,1
Distributed computing,Complexity,1
Pattern recognition,Continuous function,0
Undecidable problem,Floating point,0
Randomized algorithm,Theoretical computer science,1
Parametric polymorphism,Least squares,0
SQL,Polynomial,0
Functional programming,Foundations of mathematics,1
Random variable,Computing,0
Computer security,Number theory,1
Graphics processing unit,Mathematical induction,0
Fast Fourier transform,Discrete mathematics,1
Computer architecture,Mathematics,1
Markov chain,Conditional probability,1
List of undecidable problems,Computer vision,0
Computer vision,Nonlinear system,0
Programmer,Wavelet,0
Database management system,Graph coloring,0
Run time (program lifecycle phase),System programming,0
Semantics,Perl,0
Mathematical induction,Model of computation,0
Turing machine,Mathematics,1
Vector processor,Central processing unit,1
Question answering,Computer science,1
Relational database,Object (computer science),1
Autonomous robot,Speech recognition,1
Perl,Web server,0
Parallel algorithm,Computer programming,1
Integral,Signal processing,0
Functional programming,Variable (computer science),1
Volume rendering,Shading,1
Transaction processing,Database,1
Mathematical proof,Ray tracing (graphics),0
Robot,Concurrency (computer science),0
Estimation theory,Probability,1
Computer simulation,Logic,1
Computational learning theory,Boundary value problem,0
Kernel (computing),Scientific visualization,0
Computer graphics,Computer programming,1
3D computer graphics,Spanning tree,0
Computation,Packet switching,0
Computational complexity theory,Support vector machine,0
Fast Fourier transform,Mathematical induction,1
Support vector machine,Iterative method,1
Thread (computer science),Monad (functional programming),0
Computational chemistry,Data structure,1
Modular arithmetic,Data structure,0
Computer vision,Probability,1
Natural language processing,Reason,1
Data mining,Operating system,1
Lisp (programming language),Shared memory,0
Coding theory,Imperative programming,0
Inheritance (object-oriented programming),Data,1
Scientific modelling,Volume rendering,0
High-level programming language,Discrete mathematics,1
Reinforcement learning,Entropy,0
Large deviations theory,Random variable,1
Context-free grammar,Computer security,0
Theoretical computer science,Computation,1
P versus NP problem,Computer,1
String (computer science),Volume rendering,0
Social network,Computational science,1
Mathematics,JavaScript,0
Database transaction,Pushdown automaton,0
Python (programming language),Shortest path problem,0
Inter-process communication,Continuous function,0
Expert system,Computer,1
Statistics,Message Passing Interface,0
Number theory,Document classification,0
Database management system,Geometric modeling,0
Web service,Randomized algorithm,0
Microcode,Computer science,1
Very long instruction word,Programming language,0
NP-complete,Combinatorics,1
Abstraction (computer science),Computer science,1
Firewall (computing),Data,1
Graphical model,Computer science,1
Atomicity (database systems),Prolog,0
Lisp (programming language),Variable (computer science),1
Programmer,Arithmetic,1
Run time (program lifecycle phase),Mobile device,0
Recursion,Integer,1
Combinatorics,OSI model,0
Cloud computing,Vector processor,0
Dynamic memory allocation,Operating system,1
Natural language processing,Computational science,1
Machine translation,Problem solving,1
Semidefinite programming,Web server,0
Parallel algorithm,Computer,1
Poisson distribution,Random variable,1
C++,Data,1
Shortest path problem,Formal language,0
Suffix tree,Sentiment analysis,0
Recursively enumerable set,Higher-order function,0
Routing,Data,1
Model checking,Distributed algorithms,0
3D computer graphics,Interactivity,0
Inter-process communication,Computing,1
Virtual memory,Computation,1
Abstract data type,Number theory,1
Input/output,Digital electronics,1
Reinforcement learning,Higher-order function,0
Pattern recognition,Computer,1
Entropy,Mathematical model,0
Rendering (computer graphics),Computer programming,1
Complexity,Iterative method,1
Concurrent computing,NP (complexity),0
Finite-state machine,Interpolation,0
Regular expression,C (programming language),0
Sentiment analysis,Graph theory,1
Monad (functional programming),Variable (computer science),1
Scope (computer science),Spanning tree,0
Database normalization,Coding theory,0
First-order logic,Algorithm,1
Higher-order function,Fixed point (mathematics),0
Approximation,Control flow,0
PSPACE,Tensor,0
Congestion control,Computer network,1
Monte Carlo method,Random variable,1
Game theory,Algorithm,1
Logic programming,Mathematics,1
Shortest path problem,Discrete mathematics,1
Part-of-speech tagging,Interactivity,0
Random walk,Operating system,0
Microprocessor,Fixed point (mathematics),0
Dynamic programming,Data warehouse,0
Algebra,Data (computing),0
Boundary value problem,Assembly language,0
Embedded system,Microprocessor,1
Relational database management system,Analysis of algorithms,1
Parallel algorithm,Object-oriented programming,0
Graph (mathematics),Database system,0
Kernel (computing),Computing,1
Pattern recognition,Shading,0
Polymorphism (computer science),Gradient descent,0
